what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delimiter.windows",1403681112735
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681135948
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681139563
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1403681139572
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1403681141306
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681147990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681158203
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681167610
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681169202
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681182076
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681183128
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681184228
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681184294
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681185060
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681185263
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681186952
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681187088
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681193142
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681200789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681204145
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1403681217699
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1403681224928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681324879
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681328016
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681341515
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1403681341527
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681349072
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681351215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681384923
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681425706
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1403681425717
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681427023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681430325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681438382
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1403681438391
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681453010
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1403681457934
started,bundle,org.eclipse.wst.validation.ui,1.2.204.v201004150700,"org.eclipse.wst.validation.ui",1403681457953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681460734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1403681460742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681468049
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681573691
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681576267
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681576996
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681577198
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681577274
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681578796
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681579030
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681579109
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681581643
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681583954
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681584024
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681584036
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681584048
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681585397
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403681585397
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681588606
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681612161
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681614194
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681620736
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1403681620744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681622880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681664539
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403681667023
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403681667039
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681674673
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681679087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681704935
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403681707114
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403681709605
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403681709606
started,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1403681710858
opened,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1403681710897
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1403681710982
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681727184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681789800
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403681792214
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403682122957
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1403682133652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403682134157
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403682137865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403682139335
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403690272083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403690273652
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695738255
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403695740313
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1403695765932
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695766018
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695766371
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403695777939
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695780109
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695780210
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403695788216
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695791765
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1403695791932
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403695804409
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403695804622
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403695804721
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403695814849
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695818919
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695831882
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695832620
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695833908
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403695834553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403695837374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403699554120
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403700844300
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403700845030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703115997
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703119158
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703125366
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703127766
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1403703127775
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703142554
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403703151961
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403703152078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703153073
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703153455
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703166051
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703174162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703204215
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403703208646
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703216311
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403703228847
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403703229377
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403703242434
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.format.document",1403703246788
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403703256366
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.performTextSearchWorkspace",1403703257469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703265152
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703269200
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703270028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703271641
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703272148
error,log,,,"文本搜索期间遇到了问题。",1403703306314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703306388
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703351809
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703352011
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403703360229
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403703363283
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703366574
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703366579
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703366584
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703370808
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1403703376411
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403703378473
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403703378736
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1403703387352
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.format.document",1403703390583
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703395813
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703397607
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.performTextSearchWorkspace",1403703397615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403703400408
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1403703401029
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403703403282
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403703403571
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403703411058
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.performTextSearchWorkspace",1403703411069
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703421374
error,log,,,"文本搜索期间遇到了问题。",1403703424225
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703426827
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1403703428235
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403703431481
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1403703440250
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703443210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703555405
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703558078
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403703566741
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403703566977
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703570256
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703578494
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703578956
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703588521
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703602175
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703602276
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703607999
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703608392
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703608717
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703610015
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703610259
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703610400
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703615089
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703615400
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703615580
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703621480
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703625959
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703626208
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1403703627026
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403703637450
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403703640275
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704194414
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403704213561
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704213650
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704234186
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704234848
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704250578
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1403704259354
executed,command,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui.format.document",1403704262088
started,bundle,org.eclipse.rse.files.ui,3.1.100.v201005221100,"org.eclipse.rse.files.ui",1403704273495
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.0.v201005221100,"org.eclipse.rse.subsystems.files.core",1403704274572
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704277224
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1403704282030
started,bundle,org.eclipse.rse.subsystems.processes.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.processes.core",1403704294661
started,bundle,org.eclipse.rse.subsystems.processes.shell.linux,1.1.100.v200905272300,"org.eclipse.rse.subsystems.processes.shell.linux",1403704294708
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403704306235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704308938
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1403704308969
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704310931
error,log,,,"文本搜索期间遇到了问题。",1403704320299
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704646297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704650602
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1403704650747
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1403704673810
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704674642
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704674835
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403704689989
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704697211
error,log,,,"null",1403704700012
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403704722172
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704723477
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403704725753
error,log,,,"null",1403704726073
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704727720
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1403704738146
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1403704740172
